"1","2","875"
"1","3","572"
"1","4","425"
"5","1","338"
"1","6","316"
"1","7","293"
"1","8","263"
"1","9","251"
"1","10","236"
"11","1","218"
"1","12","218"
"2277","2278","217"
"1","13","216"
"14","1","215"
"1","15","208"
"1","16","202"
"1","17","192"
"1","18","159"
"2279","2277","158"
"1","19","157"
"2280","2277","154"
"2281","2277","152"
"1","20","143"
"1","21","142"
"1","22","136"
"1","23","134"
"2277","2182","134"
"4063","4896","132"
"1","24","131"
"1","25","130"
"2277","2282","129"
"1","26","128"
"2277","2283","123"
"2277","2284","122"
"1","27","116"
"1","28","116"
"1","29","115"
"2285","2277","115"
"1","30","114"
"225","2277","114"
"1","31","113"
"1","32","111"
"4063","4897","110"
"1","33","108"
"2286","2277","104"
"4898","4063","104"
"1","34","103"
"4063","4899","97"
"1","35","95"
"4900","4063","94"
"2277","2287","90"
"1","36","88"
"4901","4063","88"
"2277","2288","87"
"4902","4063","86"
"1","37","84"
"4063","4903","84"
"1","38","83"
"1","39","83"
"1","40","83"
"1","41","82"
"4904","4063","82"
"1","42","81"
"2277","2289","81"
"2290","2277","80"
"4905","4063","78"
"1","43","76"
"2291","2277","76"
"1","44","75"
"1","45","75"
"2292","2277","75"
"46","1","74"
"2277","2293","74"
"2824","4063","73"
"1","47","72"
"2277","2294","72"
"1","48","69"
"1","49","69"
"4063","2127","67"
"2295","2277","66"
"2296","2277","66"
"2277","2297","66"
"2298","2277","64"
"2277","2299","64"
"1","50","63"
"1","51","63"
"1","52","60"
"2277","2300","59"
"2277","1734","58"
"4063","4906","58"
"2277","2301","57"
"1","53","56"
"2277","2302","56"
"4063","4907","56"
"1","54","55"
"2277","2303","55"
"4908","4063","55"
"1","55","54"
"1","56","54"
"1","57","54"
"2304","2277","54"
"2277","2305","54"
"3748","4063","54"
"4909","4063","54"
"1","58","53"
"1","59","53"
"2306","2277","53"
"60","1","52"
"1","61","52"
"4910","4063","52"
"1","62","51"
"1","63","51"
"2277","2307","51"
"1","64","50"
