"8077","541","340"
"1710","8274","289"
"2278","8077","259"
"1710","6440","248"
"8077","1793","235"
"8077","8666","226"
"1710","3113","221"
"8077","8816","219"
"8077","8574","208"
"14","3852","199"
"1","2","190"
"1710","3349","183"
"137","1710","181"
"8077","8331","174"
"8077","769","167"
"1356","1710","160"
"8077","6034","154"
"3852","1","147"
"8531","8077","135"
"1710","6742","131"
"14814","8077","128"
"8077","591","124"
"3","1","121"
"8387","1710","121"
"2283","1710","120"
"1710","408","119"
"3852","7","118"
"4224","8077","116"
"8077","8426","113"
"8517","8077","112"
"8077","5883","110"
"8077","14059","110"
"8077","14815","110"
"4","1","109"
"1710","6566","109"
"4650","1710","106"
"1710","6398","102"
"8077","870","101"
"8077","9656","101"
"1695","1710","99"
"1","5","98"
"3852","16","98"
"3852","355","98"
"6","1","96"
"8077","8280","95"
"1","7","93"
"1710","8991","93"
"8077","12017","93"
"8077","212","91"
"8447","1710","91"
"8077","8960","91"
"8077","1148","88"
"8555","1710","88"
"8077","13708","87"
"8","1","84"
"1710","1784","84"
"3852","3257","84"
"3852","6","83"
"38","1710","83"
"302","1710","82"
"5272","1710","82"
"9465","1710","82"
"15201","1710","81"
"8077","1831","81"
"8813","1710","80"
"8077","8411","79"
"1","9","78"
"8077","9917","78"
"8341","1710","77"
"14816","8077","77"
"8077","14817","77"
"3852","3","75"
"8077","6700","75"
"10","1","74"
"11","1","74"
"1148","1710","74"
"22","3852","74"
"8077","4967","74"
"8077","7286","74"
"8077","3021","73"
"8077","1134","72"
"18582","1710","72"
"3933","8077","71"
"12","1","70"
"3852","47","70"
"10649","8077","70"
"1","13","69"
"3852","28","69"
"3852","511","69"
"8077","9581","69"
"8077","14818","69"
"14","1","68"
"1","15","68"
"52","3852","68"
"1","16","67"
"3852","141","67"
"8077","8612","67"
"8077","14819","67"
"669","1710","66"
"8754","1710","66"
"4","3852","66"
"8077","8798","66"
"8077","14820","66"
"2097","8077","65"
"4160","8077","65"
"3852","258","64"
"374","1710","64"
"3852","5806","64"
"8077","8354","64"
"1","17","63"
"8014","1710","63"
"1710","1776","63"
"8077","6418","63"
"3852","211","62"
"3852","262","62"
"1710","1821","62"
"1710","6838","62"
"3852","8268","62"
"1710","12874","62"
"1","18","61"
"8077","5822","61"
"3852","237","59"
"34","3852","59"
"8077","9236","59"
"8077","9676","59"
"1710","9908","59"
"8077","14821","59"
"8077","123","58"
"1710","6541","58"
"8077","14330","58"
"8077","14822","58"
"19","1","57"
"8077","667","57"
"9000","8077","57"
"20","1","56"
"14823","8077","56"
"21","1","55"
"3852","26","55"
"8348","1710","55"
"204","3852","55"
"8077","5011","55"
"8077","8499","55"
"8077","11179","55"
"8077","14824","55"
"3852","50","54"
"8077","1181","54"
"9313","1710","54"
"8077","7972","54"
"4459","8077","54"
